symbol,roe_change,tagrt_change,workcap_change,eps_change
SZSE.000581_2018q4,-2.4287,-7.8292,98948608,0.33
SHSE.600511_2018q4,1.1837,0.4506,427268608,0.592
SZSE.300009_2018q4,-2.6291,-5.7657,-7014048,0.0316
SHSE.600507_2018q4,-8.8465,-2.2584,878123648,0.42
SZSE.300014_2018q4,1.6202,-5.5361,23574848,0.23
SHSE.600515_2018q4,0.8223,12.3264,-6063632384,0.1695
SZSE.000636_2018q4,-3.6736,-16.7573,150013696,0.15
SHSE.600521_2018q4,-4.5025,-7.631,-1168062944,-0.11
SHSE.600466_2018q4,4.7538,-5.6031,3925557248,0.3092
SHSE.601016_2018q4,-1.5231,-7.9143,88168192,0.012
SHSE.601019_2018q4,-0.3934,1.2303,-1503232,0.17
SZSE.300026_2018q4,-6.1165,-1.6411,-129625856,-0.08
SZSE.300027_2018q4,-16.4534,-32.989,-1146014752,-0.51
SZSE.000598_2018q4,-1.5148,1.1414,-84857216,0.0455
SHSE.600528_2018q4,0.1355,8.7768,-546743296,0.184
SHSE.600478_2018q4,0.8064,9.3585,60193408,0.013
SHSE.600486_2018q4,-9.6869,-102.7924,119567488,1.073
SHSE.600536_2018q4,21.1613,7.6795,315432960,0.7
SZSE.000712_2018q4,-2.1827,7.3064,0,-0.11
SHSE.601100_2018q4,-3.2345,-5.274,168187392,0.13
SHSE.600545_2018q4,-5.0503,-4.2837,3234063872,0.1475
SZSE.000717_2018q4,-11.5431,-0.3723,527668224,0.2271
SHSE.600497_2018q4,-3.4404,-8.4906,282720256,-0.0214
SZSE.000718_2018q4,2.8448,-15.2141,-14645760,0.1456
SHSE.600499_2018q4,-19.2372,-7.3034,-690038528,-0.574
SHSE.600549_2018q4,-1.4698,-1.5745,215699648,0.1165
SZSE.000681_2018q4,0.798,0.3065,188445290,0.1444
SHSE.601106_2018q4,-0.0774,0.0604,-85278208,0.0038
SZSE.300113_2018q4,-8.1588,-19.3399,-176293504,-0.17
SZSE.000732_2018q4,4.2495,4.8376,-5758976000,0.8922
SZSE.300058_2018q4,-2.6084,-10.6791,-448472352,-0.01
SZSE.000727_2018q4,11.4168,14.7018,-797139072,0.1297
SHSE.600557_2018q4,0.3714,2.5037,-162017024,0.21
SHSE.600563_2018q4,0.2842,-1.1424,124614144,0.5661
SZSE.300115_2018q4,-4.3883,1.2331,31772960,-0.1477
SZSE.000729_2018q4,-4.8127,0.929,-297313280,-0.153
SZSE.000690_2018q4,-4.0312,-0.9962,-4155463616,-0.07
SZSE.000685_2018q4,-0.7193,3.4378,-1085179948,0.08
SZSE.000686_2018q4,-0.3804,21.1862,0,0.01
SZSE.300072_2018q4,-12.163,-5.4624,-894704640,-0.314
SHSE.600565_2018q4,6.2853,66.2699,1985865728,0.27
SZSE.000738_2018q4,-1.0025,6.3855,-108961792,0.0223
SHSE.600567_2018q4,0.0227,-5.3664,1991897600,0.3267
SHSE.600572_2018q4,-3.6494,-18.6612,-201796608,0.01
SHSE.601118_2018q4,-4.2539,-40.8676,447280384,-0.053
SHSE.600623_2018q4,-1.5505,8.5869,-1635778112,0.1
SHSE.601068_2018q4,-0.3954,-0.0137,1572553216,0.01
SZSE.000750_2018q4,-0.7133,14.0546,0,-0.01
SHSE.600580_2018q4,0.5848,1.5417,-685278464,0.1483
SHSE.600575_2018q4,-0.3088,0.8444,-318618832,0.02
SZSE.300133_2018q4,-3.699,-32.8849,56404224,-0.08
SHSE.601127_2018q4,0.8324,-5.9832,814291968,0.06
SHSE.600582_2018q4,0.3363,-22.5592,-94449664,0.068
SZSE.300134_2018q4,2.2173,0.3741,472144896,0.1207
SHSE.600633_2018q4,-0.6627,3.3501,-307693952,0.0631
SHSE.601128_2018q4,-0.5086,-1.7179,0,0.35
SHSE.600584_2018q4,-8.8467,-7.2649,-4667887104,-0.661
SHSE.600640_2018q4,0.3139,15.0982,-9216512,0.0974
SZSE.000761_2018q4,-0.4198,2.8875,1036131488,0.062
SZSE.300088_2018q4,-2.3771,6.9913,306873760,0.0455
SZSE.000807_2018q4,-17.6635,1.0736,-2404364288,-0.6
SZSE.000758_2018q4,-2.0357,-1.6584,7078400,-0.0254
SZSE.000813_2018q4,-1.1405,-46.0849,-316616192,0.0903
SHSE.600642_2018q4,0.567,-2.3883,-344889856,0.126
SHSE.600643_2018q4,0.6042,-8.6472,2608487808,0.211
SHSE.600639_2018q4,2.3541,54.1896,434109184,0.3644
SHSE.601139_2018q4,-1.1959,-6.0275,-365043968,0.07
SZSE.000766_2018q4,1.9258,-12.8521,-135789632,0.1543
SHSE.600645_2018q4,-13.326,-1.2504,-49840656,-0.69
SHSE.601200_2018q4,-1.6192,-3.9309,-711463792,0.1128
SHSE.600597_2018q4,-3.4584,-0.6132,235530752,-0.0416
SHSE.600598_2018q4,-5.1413,-5.3857,-552518528,0.001
SHSE.600648_2018q4,-0.3844,-15.7454,-1546074928,0.15
SHSE.601098_2018q4,0.4656,4.6182,447640576,0.21
SHSE.601099_2018q4,-9.955,-43.5364,0,-0.168
SHSE.600704_2018q4,-0.1297,-1.7208,2985721344,0.1178
SHSE.600649_2018q4,-0.7182,-92.9209,1549409280,0.06
SZSE.000825_2018q4,-1.8207,-2.0667,437980672,0.161
SZSE.000830_2018q4,-2.019,-7.5028,-172352512,0.477
SZSE.300207_2018q4,2.587,-0.2229,-85703680,0.18
SZSE.000826_2018q4,-3.6997,-12.4739,1008594432,-0.16
SHSE.600707_2018q4,2.0561,156.0226,-1430158848,0.091
SHSE.600657_2018q4,6.1564,39.3593,2066329600,0.63
SZSE.000778_2018q4,-1.6185,8.193,1399189168,0.0728
SZSE.300159_2018q4,-2.1151,-41.8679,-110227712,-0.018
SZSE.300166_2018q4,5.6707,13.1983,119854848,0.33
SHSE.600664_2018q4,0.4081,2.0105,-503496064,0.0444
SZSE.300168_2018q4,0.8354,-22.8803,-208512384,0.0689
SHSE.600717_2018q4,-2.0461,4.2062,-1565047008,-0.03
SZSE.300180_2018q4,-1.5011,-8.9194,-79438240,0.02
SHSE.601168_2018q4,-26.9813,10.2496,-7627557376,-1.11
SHSE.600718_2018q4,-0.6069,-0.7513,-258727680,-0.01
SHSE.600673_2018q4,-0.7525,-2.811,67950288,0.036
SZSE.300182_2018q4,-9.4519,-7.7832,-404661760,-0.2733
SHSE.601231_2018q4,1.3622,3.2483,439864832,0.18
SZSE.000848_2018q4,-3.1373,-6.8223,57245696,0.16
SHSE.601233_2018q4,-8.1789,-5.6646,2750220160,-0.21
SHSE.601228_2018q4,-1.9323,-9.4549,-50734592,0.004
SHSE.600728_2018q4,3.245,-8.7507,962221184,0.0933
SHSE.600729_2018q4,-3.7583,-2.3572,-188358060,0.15
SHSE.601179_2018q4,1.1881,3.0465,102313984,0.061
SHSE.600737_2018q4,-7.357,-3.8017,-1516712704,-0.1435
SZSE.300244_2018q4,-2.9652,6.2965,245721344,0.18
SHSE.600694_2018q4,-0.9467,-1.2215,185214208,0.69
SZSE.300251_2018q4,-17.4865,-2.0415,-615646464,-0.309
SHSE.600739_2018q4,-0.8254,-6.9367,-1355849216,0.0413
SZSE.300197_2018q4,-2.8734,-38.8846,112013920,-0.03
SHSE.600745_2018q4,8.252,14.8354,-612849024,0.37
SHSE.600751_2018q4,0.017,2.7774,8563289152,0.005
SHSE.600801_2018q4,2.3309,-1.201,274556888,1.18
SZSE.300253_2018q4,1.3565,-14.6679,128525824,0.0685
SZSE.300199_2018q4,-19.2739,-25.2136,193866880,-0.69
SZSE.000869_2018q4,0.0148,2.6041,192269568,0.4
SHSE.600748_2018q4,2.7815,-5.2552,-1003082752,0.2
SHSE.600754_2018q4,-0.6134,-1.0257,-781955072,0.2198
SZSE.000930_2018q4,-12.1414,-176.1596,452241472,-0.0906
SHSE.600699_2018q4,0.057,8.0812,848565760,0.28
SHSE.600804_2018q4,-1.0107,0.9755,-864086016,0.03
SHSE.600755_2018q4,-2.265,-8.6338,-1984231424,0.13
SZSE.300257_2018q4,-0.0138,0.5942,-108272064,0.0348
SZSE.000877_2018q4,2.4518,0.1891,250790144,0.4536
SHSE.600811_2018q4,-1.8481,31.0839,-2705118208,-0.0317
SZSE.300308_2018q4,-0.8377,-150.0807,30693376,0.35
SZSE.000932_2018q4,-11.38,-5.4479,572203008,0.4325
SZSE.000883_2018q4,-1.9651,3.1823,-218155008,0.008
SHSE.600757_2018q4,-1.8712,-22.4169,196370944,0.08
SZSE.000878_2018q4,-7.3542,14.6799,3024496256,-0.1922
SHSE.600763_2018q4,-3.8445,-2.6581,-148894048,0.62
SZSE.300315_2018q4,-53.9409,-12.2558,-255926464,-1.33
SHSE.600808_2018q4,-5.7461,-7.4792,-263316672,0.3266
SZSE.300316_2018q4,-0.6108,-20.1604,-4520192,0.11
SHSE.600759_2018q4,-1.6978,-12.9875,-153501568,-0.0215
SHSE.600765_2018q4,1.1867,2.906,437305600,0.16
SHSE.600770_2018q4,-1.6669,-3.6118,208164672,-0.0286
SHSE.600820_2018q4,1.2645,0.6703,-2750128896,0.22
SZSE.000937_2018q4,-1.2911,-0.4429,-773321984,0.0755
SZSE.000887_2018q4,-3.4744,-6.5097,10822144,0.06
SZSE.300324_2018q4,-7.9341,-10.0924,-106667008,-0.176
SZSE.300274_2018q4,-0.1301,31.7002,-445787136,0.14
SHSE.600823_2018q4,1.7883,-13.5288,735920128,0.25
SHSE.601326_2018q4,-3.1923,-2.1394,-395548896,-0.02
SZSE.002002_2018q4,-4.5412,2.7655,-435628544,-0.021
SHSE.600776_2018q4,0.7963,0.831,76803840,0.0404
SHSE.600827_2018q4,-0.3946,0.6982,153147136,0.1
SHSE.600782_2018q4,1.8671,-0.8606,144221696,0.6139
SHSE.600777_2018q4,-1.8691,-292.7242,-479214011,-0.0117
SHSE.601333_2018q4,-1.7275,-2.5763,-1444059148,-0.026
SZSE.300285_2018q4,0.0286,6.4129,68200576,0.24
SZSE.002004_2018q4,-1.4135,-13.3701,-844707904,0.01
SZSE.000960_2018q4,-0.9045,1.5079,490647040,0.2571
SHSE.600779_2018q4,-3.4475,-7.7325,105449536,0.6386
SHSE.600835_2018q4,-1.1293,0.7746,223385088,0.23
SZSE.002013_2018q4,1.9259,-3.5457,-396768256,0.09
SHSE.600787_2018q4,3.4806,4.5566,829185792,0.1837
SZSE.000959_2018q4,-1.5884,-0.5954,-5714472960,0.0497
SZSE.300296_2018q4,-0.1787,-7.7625,167518720,0.13
SHSE.600839_2018q4,0.3545,1.2044,-1232769024,0.0256
SZSE.000970_2018q4,-0.0853,-1.5636,44938240,0.057
SZSE.300297_2018q4,2.1348,9.6672,-527336192,0.15
SHSE.600845_2018q4,-0.1069,-11.9543,163460608,0.17
SHSE.600901_2018q4,-0.5256,7.8708,0,0.09
SZSE.000967_2018q4,-2.1358,-128.9102,1285179008,0.18
SHSE.600903_2018q4,0.6944,5.3998,-397619712,0.07
SZSE.002019_2018q4,-3.2508,-6.1139,-231230464,0.02
SZSE.000980_2018q4,1.3917,-44.2962,460439040,0.19
SZSE.002030_2018q4,-0.2409,-6.9731,-625708096,0.03
SZSE.000975_2018q4,0.3635,-40.1066,-180376832,0.0927
SHSE.600862_2018q4,-0.2585,0.2694,-66859264,0.05
SZSE.002028_2018q4,-0.6015,-1.045,-884180224,0.21
SZSE.000983_2018q4,-1.2239,1.497,-2126391296,0.0888
SHSE.600863_2018q4,0.5679,0.965,610874368,0.04
SHSE.600908_2018q4,-0.7426,0.2777,0,0.12
SHSE.600859_2018q4,-1.2048,0.1181,-2332143024,0.274
SHSE.600909_2018q4,0.5973,12.2108,0,0.05
SZSE.000990_2018q4,-0.0855,-0.8033,-3252259776,0.1583
SZSE.000987_2018q4,0.0007,10.8142,0,0.111
SZSE.300418_2018q4,0.984,4.2311,-433654336,0.23
SZSE.000988_2018q4,-1.2096,-5.5146,-75427840,0.02
SHSE.600917_2018q4,-0.8478,4.4854,65726544,0.04
SZSE.002038_2018q4,-3.2132,-25.9699,-307546880,0.0577
SZSE.300376_2018q4,-3.858,-11.8138,-1039376128,0.0044
SHSE.600874_2018q4,-1.0816,2.2682,-1148999936,0.06
SHSE.600869_2018q4,-4.6138,0.9155,-1564356096,-0.0316
SZSE.002051_2018q4,-2.751,-70.0857,677903872,0.24
SHSE.600875_2018q4,-0.3802,-9.2384,510472192,0.08
SZSE.000997_2018q4,-1.2032,4.2145,-231029760,0.2459
SZSE.300383_2018q4,-0.0395,-7.0462,353182976,0.13
SHSE.600881_2018q4,-2.2878,-40.2834,-490631104,-0.09
SZSE.002048_2018q4,0.6854,1.1756,-390518784,0.37
SZSE.000998_2018q4,10.5585,-3.4888,1304748672,0.5685
SZSE.002049_2018q4,-1.0325,3.5715,163014912,0.0992
SZSE.000999_2018q4,-0.7234,-5.4429,444643712,0.32
SHSE.600879_2018q4,-0.0191,-7.3356,175331840,0.042
SZSE.002110_2018q4,-4.3844,-5.8476,1104507904,0.81
SHSE.600884_2018q4,-2.6921,10.9896,-1551104896,0.054
SHSE.600885_2018q4,-2.2893,2.2452,-188628736,0.15
SZSE.002056_2018q4,-0.0327,-8.0341,-297027072,0.224
SZSE.002064_2018q4,-1.0836,-3.8947,-226155264,0.06
SHSE.600939_2018q4,1.7945,-2.8342,-28833152,0.09
SZSE.002065_2018q4,-0.7,-2.4067,-29296128,0.0489
SHSE.600895_2018q4,-0.7131,-7.3264,-91862784,0.05
SZSE.002118_2018q4,-6.0962,-70.4229,-71984128,-0.12
SZSE.002074_2018q4,-3.4594,-3.1372,-347510784,-0.07
SZSE.002075_2018q4,-4.4993,-5.3828,276715008,0.0828
SZSE.002131_2018q4,-29.875,-11.5062,-91386112,-0.38
SZSE.002127_2018q4,7.4716,-169.0846,379107328,0.24
SZSE.002128_2018q4,-3.3604,-133.2091,-7659430912,0.32
SZSE.300459_2018q4,-2.0048,25.8463,-444931328,0.0466
SZSE.002078_2018q4,-1.9197,-2.3279,123372800,0.17
SZSE.002129_2018q4,0.5046,7.5687,-3448327824,0.0757
SHSE.600959_2018q4,-0.5916,-0.4738,-406369920,0.01
SZSE.002085_2018q4,-1.699,-1.7583,451485056,0.19
SHSE.600970_2018q4,-0.2084,3.3416,-447019008,0.2
SZSE.002092_2018q4,-1.5515,2.9901,-3345539840,0.5035
SZSE.002093_2018q4,-1.2787,-12.4261,-15730176,0.0028
SHSE.600967_2018q4,0.7736,4.3389,132444160,0.113
SZSE.002152_2018q4,0.8179,-9.2933,217465344,0.1
SZSE.002203_2018q4,-0.3246,-16.2735,-987054208,0.1096
SZSE.300529_2018q4,-1.2801,-0.4731,49791232,0.23
SZSE.002155_2018q4,0.6225,-1.216,-513681064,0.0709
SHSE.600985_2018q4,0.9447,-6.9833,-1696044032,0.51
SZSE.002212_2018q4,5.5588,-15.331,-166000896,0.4
SZSE.002221_2018q4,-1.3872,1.9775,-87366912,0.1076
SHSE.600996_2018q4,-0.6338,10.5335,-399427584,0.06
SZSE.002217_2018q4,-2.212,-15.1744,-1327954688,0.207
SZSE.002223_2018q4,-2.2023,0.0011,-165385216,0.26
SZSE.002174_2018q4,1.3094,2.8913,272159744,0.37
SZSE.002180_2018q4,5.3721,5.0349,-469532416,0.4286
SZSE.002176_2018q4,-53.0661,-29.7307,203931644,-1.33
SHSE.601611_2018q4,2.1095,-10.6248,-5876194304,0.12
SZSE.002233_2018q4,0.191,-3.4126,44739840,0.7231
SZSE.002183_2018q4,-5.1311,-11.0575,-979373568,-0.09
SHSE.601608_2018q4,0.1688,4.5376,-941665280,-0.0042
SHSE.601615_2018q4,0,0,0,0
SZSE.002191_2018q4,-0.1567,1.3475,36011904,0.1296
SZSE.002242_2018q4,-0.7686,5.3622,201399424,0.508
SZSE.002244_2018q4,1.7342,-35.0742,543510528,0.16
SZSE.002195_2018q4,-1.511,-6.3922,1287937024,0.0663
SZSE.002250_2018q4,1.0864,10.4782,26808192,0.05
SZSE.002302_2018q4,0.0689,-3.3579,-220228608,0.0633
SZSE.002249_2018q4,-32.891,-5.1212,-298941440,-1.06
SZSE.002266_2018q4,-0.9264,0.657,-199290688,0.007
SZSE.002317_2018q4,-0.8838,-4.1924,-4191360,0.11
SZSE.002268_2018q4,5.0642,-10.4608,193634816,0.231
SZSE.002273_2018q4,-2.1966,0.7155,77689600,0.08
SHSE.601598_2018q4,0,0,0,0
SZSE.002280_2018q4,-13.399,-29.1428,-320433216,-0.37
SZSE.002281_2018q4,-0.747,0.7068,-17024768,0.31
SZSE.002340_2018q4,0.3924,-11.7066,-430324224,0.06
SZSE.002285_2018q4,-1.5926,-11.8371,-37684992,0.02
SHSE.601717_2018q4,-0.7508,-13.1816,98482688,0.08
SHSE.601718_2018q4,-1.5963,1.12,-490364928,-0.06
SZSE.002353_2018q4,1.5299,2.3281,125650944,0.26
SHSE.601678_2018q4,-3.051,-7.7173,-299168209.5,0.15
SZSE.002407_2018q4,-4.9041,-3.0491,-215266944,-0.16
SZSE.002358_2018q4,-5.4005,-9.3662,-208670976,-0.15
SZSE.002408_2018q4,-1.387,3.4648,-287542272,0.19
SZSE.002414_2018q4,0.0693,-4.6541,231836928,0.0565
SHSE.601689_2018q4,-1.1371,-8.3143,-295646464,0.19
SZSE.002371_2018q4,0.1756,13.9479,-494408576,0.142
SZSE.002366_2018q4,-3.9129,-8.7576,-322465536,0
SZSE.002416_2018q4,-6.3924,-8.754,483004160,-0.2209
SZSE.002372_2018q4,1.8203,1.8773,236805760,0.25
SHSE.601801_2018q4,-3.8098,-2.853,-146187776,0
SZSE.001872_2018q4,-3.5297,-261.1888,812144000,-0.095
SZSE.002368_2018q4,8.018,6.772,-233246336,0.6126
SZSE.002423_2018q4,-64.1447,-851.4669,-2138950880,-0.0948
SZSE.002373_2018q4,1.4667,1.0862,-54175232,0.18
SZSE.002419_2018q4,-0.1589,-3.6583,199961792,0.3535
SZSE.002424_2018q4,1.0962,6.6056,-618637440,0.12
SZSE.002375_2018q4,-0.6552,-2.9907,-22841856,0.05
SHSE.601699_2018q4,-1.4126,4.6358,-2815536896,0.14
SZSE.002426_2018q4,-13.243,1.7575,-585686048,-0.2998
SZSE.002382_2018q4,-0.3157,13.5449,-23917888,0.08
SHSE.601811_2018q4,1.4448,2.1506,363983616,0.27
SZSE.002434_2018q4,-2.2065,1.2171,-1081447392,-0.01
SZSE.002384_2018q4,-1.2113,0.3352,-749316992,0.26
SZSE.002390_2018q4,-27.7416,-5.1993,-67288064,-0.96
SZSE.002385_2018q4,-0.731,-3.2335,-191954432,0.01
SZSE.002440_2018q4,-0.9154,-5.6474,-121881600,0.26
SZSE.002437_2018q4,-6.7302,-18.9754,-453509312,-0.0856
SZSE.002387_2018q4,2.945,1051.4961,-2884549888,0.1586
SZSE.002439_2018q4,11.9251,-0.0778,404317184,0.498
SZSE.002444_2018q4,-0.6825,1.8977,70868224,0.14
SZSE.002500_2018q4,0.5346,28.0344,0,0.039
SZSE.002503_2018q4,-6.703,-19.9187,-954469888,-0.06
SZSE.002399_2018q4,0.0693,-9.0171,118229440,0.1326
SZSE.002505_2018q4,-14.457,-7.2588,-745137952,-0.1326
SZSE.002507_2018q4,-2.6596,-0.0153,64249856,0.18
SZSE.002463_2018q4,1.2097,4.7848,200928896,0.2233
SZSE.002465_2018q4,1.0104,6.8234,509865984,0.08
SZSE.002470_2018q4,-8.8913,-34.2844,-4905984,-0.17
SHSE.601799_2018q4,0.3,-4.603,185538048,0.6201
SHSE.601860_2018q4,0,0,0,0
SZSE.002482_2018q4,-3.8369,-0.4997,313094656,-0.07
SZSE.002491_2018q4,-1.4592,-0.4552,63188032,0.1697
SHSE.601865_2018q4,0,0,0,0
SHSE.601866_2018q4,1.8963,-8.3582,-3530274816,0.0497
SHSE.601872_2018q4,3.0656,8.5729,335021056,0.1096
SZSE.002544_2018q4,-2.0148,10.139,-518285312,-0.0534
SHSE.601869_2018q4,-2.161,-5.5335,-880380928,0.33
SHSE.601880_2018q4,-0.3674,-11.8929,-103215104,0.0063
SZSE.002603_2018q4,-2.0352,-7.0828,61616384,0.03
SHSE.601928_2018q4,-1.2313,0.005,451557888,0.087
SHSE.603000_2018q4,4.172,13.5244,225085440,0.13
SZSE.002572_2018q4,0.5768,-1.4563,-15645312,0.2908
SZSE.002573_2018q4,-3.0893,-4.3977,-1088064960,0.0277
SZSE.002625_2018q4,0.3487,12.7248,-14482944,0.01
SZSE.002583_2018q4,5.0401,-13.1849,881769280,0.19
SHSE.601958_2018q4,0.5978,6.2918,-316265472,0.074
SZSE.002635_2018q4,-0.3506,-19.8952,509867520,0.16
SZSE.002640_2018q4,-7.5859,-27.0438,-500868096,-0.13
SHSE.601966_2018q4,-0.1732,2.8764,1147544864,0.24
SZSE.002589_2018q4,-4.0609,-1.8406,478264320,-0.037
SHSE.601969_2018q4,-0.7991,-18.6274,-17160192,-0.116
SHSE.603025_2018q4,-3.7486,-10.7913,40663040,0.05
SZSE.002701_2018q4,-12.0893,-1.6139,-1803461232,-0.2009
SHSE.601975_2018q4,0,0,0,0
SZSE.002653_2018q4,-3.7045,26.2028,-58826931,0.03
SZSE.002709_2018q4,-6.4463,3.4809,-96467328,-0.04
SZSE.002670_2018q4,-1.7328,7.4757,2499912704,-0.1497
SZSE.002665_2018q4,-8.7685,1.0213,-1176691200,-0.2457
SZSE.002672_2018q4,-2.3946,-8.5366,-366528992,0.04
SZSE.002681_2018q4,-19.2691,-30.1931,-582469952,-0.5326
SHSE.603056_2018q4,1.7708,3.5433,30424960,0.26
SZSE.002690_2018q4,0.3922,2.4152,108577152,0.1893
SZSE.002745_2018q4,-1.0148,8.9748,-453747328,0.09
SHSE.603077_2018q4,-2.0785,-11.0432,-263664512,-0.01
SZSE.002812_2018q4,2.2406,13.4674,-534801728,0.43
SZSE.002807_2018q4,1.2108,-1.6312,0,0.1796
SZSE.002815_2018q4,-1.2744,-2.9369,53123712,0.1512
SZSE.002821_2018q4,2.8399,-5.5504,-33116800,0.73
SZSE.002818_2018q4,-0.727,0.6193,380655328,0.39
SZSE.002831_2018q4,3.7219,2.9003,407894016,1.0077
SZSE.002839_2018q4,-0.5323,7.1164,0,0.1
SHSE.603225_2018q4,-7.1448,2.4169,-1636813312,-0.04
SZSE.002797_2018q4,-0.4801,-1.7648,0,0
SHSE.603233_2018q4,-1.0545,0.5166,-138927616,0.3
SHSE.603228_2018q4,-1.6073,0.8439,-283830528,0.43
SZSE.002920_2018q4,-1.0244,-1.3358,93573376,0.15
SZSE.002867_2018q4,-0.3263,-2.5959,-28074752,0.45
SHSE.603198_2018q4,2.1705,-0.408,175135488,0.35
SZSE.002925_2018q4,-0.9842,-2.1774,-149649152,0.45
SZSE.002926_2018q4,-1.4534,-4.5411,0,0.02
SHSE.603256_2018q4,0,0,0,0
SZSE.002936_2018q4,-5.4612,-1.3099,0,0.03
SZSE.002941_2018q4,-8.1955,8.1812,-151708032,0.01
SHSE.603317_2018q4,0,0,0,0
SZSE.002946_2018q4,0,0,0,0
SZSE.002948_2018q4,0,0,0,0
SHSE.603328_2018q4,0.0735,3.1798,177077760,0.18
SZSE.002957_2018q4,0,0,0,0
SHSE.603338_2018q4,-2.3116,-3.239,53524224,0.34
SHSE.603355_2018q4,0.6659,-3.1748,-732550784,0.21
SHSE.603377_2018q4,-1.7057,3.3669,345189100,0.19
SHSE.603379_2018q4,0,0,0,0
SHSE.603444_2018q4,0.6416,6.0133,-64181248,3.03
SHSE.603515_2018q4,2.6285,-0.7849,243196416,0.43
SHSE.603517_2018q4,-0.9775,0.4177,-39897664,0.37
SHSE.603486_2018q4,4.2942,-3.0945,108810112,0.51
SHSE.603556_2018q4,-0.8701,-4.9004,-17275648,0.05
SHSE.603568_2018q4,-2.1241,-11.7189,402628800,0.53
SHSE.603650_2018q4,-1.7685,-2.5786,64700672,0.15
SHSE.603712_2018q4,6.0339,5.814,142009984,0.2
SHSE.603707_2018q4,-1.4072,-13.5844,74473984,0.1635
SHSE.603659_2018q4,0.1366,-0.5588,-299814528,0.78
SHSE.603806_2018q4,5.1126,4.5659,141757184,0.78
SHSE.603816_2018q4,-1.7436,5.7385,-544969216,0.46
SHSE.603766_2018q4,1.4088,-3.8387,-185376768,0.143
SHSE.603858_2018q4,1.7738,0.2493,-852672640,0.7594
SHSE.603866_2018q4,0.2382,-0.7868,82496384,0.3767
SHSE.603868_2018q4,-0.8545,-2.6538,51550976,0.52
SHSE.603877_2018q4,5.266,-5.3568,145237248,0.61
SHSE.603882_2018q4,0.5283,0.8628,-80205888,0.15
SHSE.603883_2018q4,-0.1997,-2.5177,-1239632960,0.39
SHSE.603885_2018q4,-7.2403,0.9574,-2807055616,-0.11
SHSE.603888_2018q4,1.7991,-2.6311,-90800384,0.2132
SHSE.603939_2018q4,-1.0506,7.3318,288958144,0.293
SHSE.603983_2018q4,0,0,0,0
SHSE.600085_2019q1,1.9871,0.5055,502252544,-0.572
SHSE.600089_2019q1,-1.0597,-3.5,5939725312,-0.3697
SHSE.600153_2019q1,-11.9244,-17.5086,4433199104,-1.49
SZSE.000333_2019q1,2.5915,-0.8096,12520243200,-2.14
SHSE.600208_2019q1,1.8915,-54.2009,-3421425664,-0.196
SHSE.600170_2019q1,9.4698,31.5341,2808170496,-0.15
SHSE.600221_2019q1,16.453,-2.2673,2593521664,0.2978
SZSE.000338_2019q1,2.2296,10.2291,727248896,-0.75
SHSE.600219_2019q1,-1.4064,-10.9225,80364544,-0.13
SHSE.600176_2019q1,-3.9906,-15.9015,751810560,-0.5354
SHSE.600177_2019q1,-3.467,55.3809,854404864,-0.82
SHSE.600183_2019q1,-0.9041,-14.7403,104004096,-0.35
SHSE.600233_2019q1,-5.7436,-16.7969,-11303936,-0.5452
SZSE.000413_2019q1,-1.5516,-81.4913,396986368,-0.3048
SHSE.600188_2019q1,1.3489,41.415,2992854016,-1.1402
SZSE.000415_2019q1,7.2753,-8.3513,-3006359936,-0.1636
SHSE.600196_2019q1,-0.1098,-16.7755,2476124248,-0.79
SZSE.000423_2019q1,-6.041,-23.3663,401530368,-2.5866
SZSE.000425_2019q1,7.4851,-18.7328,707123200,-0.133
SHSE.603833_2019q1,-17.9636,-2.9587,-307112640,-3.55
SHSE.600309_2019q1,-4.1791,-22.416,-1209758720,-2.99
SHSE.600271_2019q1,2.9498,3.9296,684868608,-0.5925
SHSE.600276_2019q1,0.5925,2.8791,772727808,-0.83
SHSE.600332_2019q1,8.1641,59.7701,1218275328,-1.251
SHSE.603799_2019q1,-21.777,-21.4195,-737553664,-1.825
SHSE.600340_2019q1,-4.404,-32.0048,2857517056,-2.82
SHSE.600346_2019q1,-6.8858,3.4325,1766138880,-0.58
SHSE.600297_2019q1,-0.4379,-8.8908,4561262592,-0.29
SHSE.600352_2019q1,2.0662,-13.5737,423362560,-0.8685
SHSE.600299_2019q1,1.7971,-19.1329,-267747328,-0.24
SHSE.600406_2019q1,-16.5487,-20.3708,61749248,-0.91
SHSE.600362_2019q1,0.8937,-8.4538,478687232,-0.5
SZSE.000538_2019q1,-0.9016,-1.0784,-18282821632,-2.37
SHSE.600372_2019q1,-9.0639,31.0808,-6011904,-0.2956
SHSE.600369_2019q1,7.5673,69.0502,0,0.03
SHSE.603899_2019q1,3.3912,-6.2581,204085120,-0.5958
SHSE.600383_2019q1,-5.8798,26.6106,-737075200,-1.46
SHSE.600390_2019q1,5.4288,72.2445,22471451424,-0.3301
SHSE.600436_2019q1,5.7568,-6.886,402702592,-1.22
SHSE.600438_2019q1,-1.2829,12.6054,5031092736,-0.3936
SZSE.300003_2019q1,16.2394,-9.2736,621383360,-0.3552
SZSE.000568_2019q1,12.4168,-1.8781,925948928,-1.346
SHSE.600398_2019q1,8.0704,0.3387,1360288768,-0.5
SZSE.000625_2019q1,-19.9447,-2.8634,-2084072448,-0.58
SZSE.000630_2019q1,2.1993,28.1284,172283392,-0.043
